Cited paper title,Cited paper eid,Citing paper title,Citing paper eid,Cited paper link,Citing paper link
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,AI-Enabled Entrepreneurship: A Review Based on the Structural Topic Model,2-s2.0-105019805182,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105019805182&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,AI-Powered Automated and Remote UX Evaluation Methods: A Systematic Literature Review,2-s2.0-105022157614,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022157614&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,AI-driven cybersecurity framework for software development based on the ANN-ISM paradigm,2-s2.0-105003399526,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105003399526&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,AI-driven valuation: a new era for real estate appraisal,2-s2.0-105002492675,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002492675&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Advances in analytical approaches for background parenchymal enhancement in predicting breast tumor response to neoadjuvant chemotherapy: A systematic review,2-s2.0-86000340584,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000340584&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Advancing Patient Safety: The Future of Artificial Intelligence in Mitigating Healthcare-Associated Infections: A Systematic Review,2-s2.0-85206588886,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85206588886&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Analysing the Role of Multi-Agent AI Models for Autonomous Business Decision Systems,2-s2.0-105035602651,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105035602651&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Application of ML & AI to model petrophysical and geomechanical properties of shale reservoirs – A systematic literature review,2-s2.0-85104084173,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85104084173&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Application of Reinforcement Learning Techniques in De Novo Drug Design: A Systematic Literature Review,2-s2.0-105033861099,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105033861099&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Application of artificial intelligence in bone quality and quantity assessment for dental implant planning: A scoping review,2-s2.0-105013490427,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105013490427&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Application of artificial intelligence in the diagnosis of malignant digestive tract tumors: focusing on opportunities and challenges in endoscopy and pathology,2-s2.0-105003016174,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105003016174&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Applications of ML/DL in the management of smart cities and societies based on new trends in information technologies: A systematic literature review,2-s2.0-85135362056,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85135362056&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"Artificial Intelligence Algorithms for Epiretinal Membrane Detection, Segmentation and Postoperative BCVA Prediction: A Systematic Review and Meta-Analysis",2-s2.0-105022901929,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022901929&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"Artificial Intelligence in Bridge Structural Health Monitoring: A Comprehensive Systematic Analysis of Methods, Models, and Applications",2-s2.0-105034765571,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034765571&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"Artificial Intelligence in Cadastre: A Systematic Review of Methods, Applications, and Trends",2-s2.0-105034092958,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034092958&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial Intelligence in Educational Technology: A Systematic Review of Datasets and Applications,2-s2.0-105021995864,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105021995864&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial Intelligence in Malnutrition: A Systematic Literature Review,2-s2.0-85201002518,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85201002518&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"Artificial Intelligence in Pediatric Inflammatory Bowel Disease: Applications in Diagnosis, Monitoring, and Therapeutic Decision-Making",2-s2.0-105031456596,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105031456596&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial Intelligence in the Organization of Nursing Care: A Scoping Review,2-s2.0-85207733756,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85207733756&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial intelligence and vehicle license plate recognition: A literature review,2-s2.0-85219133562,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219133562&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial intelligence as a tool for diagnosis in digital pathology whole slide images: A systematic review,2-s2.0-85138581219,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85138581219&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial intelligence for pain assessment via facial expression recognition (2015–2025): a systematic review,2-s2.0-105026684903,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105026684903&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial intelligence in radiation oncology: Target volume definition and organ segmentation,2-s2.0-85160261862,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85160261862&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial intelligence-based data extraction for next generation risk assessment: Is fine-tuning of a large language model worth the effort?,2-s2.0-85202728648,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85202728648&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Artificial intelligence-based tools to control healthcare associated infections: A systematic review of the literature,2-s2.0-85086591816,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85086591816&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Automated Fingerprint Identification: The Role of Artificial Intelligence in Crime Scene Investigation,2-s2.0-105034326864,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105034326864&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Automated Machine Learning in medical research: A systematic literature mapping study,2-s2.0-105022823807,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105022823807&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Automated diagnosis and classification of liver cancers using deep learning techniques: a systematic review,2-s2.0-85205718420,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85205718420&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Automatic assessment of text-based responses in post-secondary education: A systematic review,2-s2.0-85182977982,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85182977982&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,BIM-Based Automation of Green Building Assessment: A Systematic Review of Rating Systems Across Information Management Phases,2-s2.0-105031371990,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105031371990&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,"Bias, fairness, and equity in artificial intelligence systems used in dental imaging: A systematic review",2-s2.0-105035110350,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105035110350&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Bridging computer and education sciences: A systematic review of automated emotion recognition in online learning environments,2-s2.0-85198987452,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85198987452&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Can Artificial Intelligence Assist in Delivering Continuous Renal Replacement Therapy?,2-s2.0-85139846181,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85139846181&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Chatbots-based Systematic Review for Student Learning and Engagement with LLMs,2-s2.0-105030338349,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105030338349&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Computer vision applications for the detection or analysis of tuberculosis using digitised human lung tissue images - a systematic review,2-s2.0-85208516572,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-85208516572&origin=resultslist
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,Continual learning: A systematic literature review,2-s2.0-105020678821,https://www.scopus.com/record/display.uri?eid=2-s2.0-85145965157&origin=resultslist,https://www.scopus.com/record/display.uri?eid=2-s2.0-105020678821&origin=resultslist
