Paper title,Paper eid,Paper doi,Citing paper title,Citing paper eid,Citing paper doi
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Enabling Flexibility of Business Processes Using Compliance Rules: The Case of Mobiliar,2-s2.0-85078526442,10.1007/978-3-319-58307-5_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Improving Patient Flows at St. Andrew’s War Memorial Hospital’s Emergency Department Through Process Mining,2-s2.0-85077886674,10.1007/978-3-319-58307-5_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Inter-municipal Cooperation in Slovenia: An Intermediate Step Towards Regionalisation,2-s2.0-85058624999,10.1007/978-3-319-62819-6_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Exploring the Influence of Organizational Culture on BPM Success: The Experience of the Pernambuco Court of Accounts,2-s2.0-85057183585,10.1007/978-3-319-58307-5_32
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Mapping the Success: Inter-municipal Cooperation in Two Czech Micro-regions,2-s2.0-85051989012,10.1007/978-3-319-62819-6_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Listening to Your Intuition: An Integrative Approach to Navigating VUCA,2-s2.0-85163021402,10.1007/978-3-319-52231-9_20
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Beginnings,2-s2.0-85160347539,10.1007/978-3-319-64227-7_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Management of Oil and Gas Resources in Iraqi-Kurdistan,2-s2.0-85153114713,10.1007/978-981-10-4518-9_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Importance and Development of the Oil and Gas Industry in the Iraqi Kurdistan Region,2-s2.0-85153084070,10.1007/978-981-10-4518-9_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,General Conclusions and Discussion,2-s2.0-85153049684,10.1007/978-981-10-4518-9_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Working Lives of Men Aged 45 and Younger,2-s2.0-85145741519,10.1057/978-1-137-43532-3_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Old Age Plans,2-s2.0-85145695509,10.1057/978-1-137-43532-3_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Beyond Traffic: Trends and Choices 2045—A National Dialogue About Future Transportation Opportunities and Challenges,2-s2.0-85144993922,10.1007/978-3-319-51602-8_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Multimodal Transportation Payments Convergence—Key to Mobility,2-s2.0-85133812905,10.1007/978-3-319-51602-8_8
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Biking and the Connected City,2-s2.0-85103196206,10.1007/978-3-319-51602-8_18
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Mobility Patterns in Shared, Autonomous, and Connected Urban Transport",2-s2.0-85039435086,10.1007/978-3-319-51602-8_16
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Accessibility in Cities: Transport and Urban Form,2-s2.0-85022136395,10.1007/978-3-319-51602-8_15
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Sex/Gender Equality: Taking a Break from the Legal to Transform the Social,2-s2.0-85145993708,10.1007/978-1-137-34437-3_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,China’s Leapfrog to New Electric Vehicles,2-s2.0-85144945449,10.1007/978-3-319-24229-3_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,From Chernobyl to Fukushima. The Environment is Acting as a Friend or an Enemy?,2-s2.0-85144844177,10.1007/978-94-017-7468-0_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A History of Self-Harm in Britain A Genealogy of Cutting and Overdosing,2-s2.0-85146082794,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Cultural Industries, Creative Economy and the Information Society",2-s2.0-85145397780,10.1057/9781137540089_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"The End of the Cold War? Bush, Kohl, Gorbachev, and the Reunification of Germany",2-s2.0-85145208707,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Modelling Bluetooth Inquiry for SUMO,2-s2.0-85144943552,10.1007/978-3-319-15024-6_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,A Situational Awareness Approach to Intelligent Vehicle Agents,2-s2.0-85144913424,10.1007/978-3-319-15024-6_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Cooperative Innovation,2-s2.0-85162231401,10.1007/978-3-319-00095-4_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Cooperative Innovation and Its Future,2-s2.0-85162223679,10.1007/978-3-319-00095-4_12
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Opening Up Public Strategic Management: Foresight’s Contribution to Policy Relevance, Cooperation and Consistency",2-s2.0-85145070480,10.1057/9781137336972_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Different Political Management Structures and Coherence Issues in the Centre of Government,2-s2.0-85136902656,10.1057/9781137336972_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Plurilithic and Ecological Perspectives on English: Some Conceptual and Practical Implications,2-s2.0-85100619428,10.1007/978-94-007-7972-3_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,English as a Medium of Instruction in East and Southeast Asian Universities,2-s2.0-85059507123,10.1007/978-94-007-7972-3_2
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Dealing with ‘Chinese Fever’: The Challenge of Chinese Teaching in the Australian Classroom,2-s2.0-85015233234,10.1007/978-94-007-7972-3_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Asia and Anglosphere: Public Symbolism and Language Policy in Australia,2-s2.0-84969901546,10.1007/978-94-007-7972-3_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Introduction: A Relational View of Language Learning,2-s2.0-84969798578,10.1007/978-94-007-7972-3_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Growth of China’s Technology Transfer Industry,2-s2.0-85162240794,10.1007/978-3-319-00281-1_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Open Innovation and Intellectual Capital,2-s2.0-85162198929,10.1007/978-3-319-00281-1_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Natural Law Theory in Spain and Portugal,2-s2.0-85146083688,10.1007/978-94-007-5656-4_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Technology for the Environment to Drive Social Innovation,2-s2.0-85145749220,10.1007/978-3-642-36540-9_22
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Inclusive Business Models as a Key Driver for Social Innovation,2-s2.0-85145705979,10.1007/978-3-642-36540-9_9
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Social Innovation by Giving a Voice,2-s2.0-85145674385,10.1007/978-3-642-36540-9_21
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Relation Between Ethics and Innovation,2-s2.0-85145670200,10.1007/978-3-642-36540-9_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Vision Zero: Technologies and Limitation,2-s2.0-85144987367,10.1007/978-3-319-00476-1_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Car2Pedestrian-Communication: Protection of Vulnerable Road Users Using Smartphones,2-s2.0-85144944743,10.1007/978-3-319-00476-1_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Retrieving Human Control After Situations of Automated Driving: How to Measure Situation Awareness,2-s2.0-85144916258,10.1007/978-3-319-00476-1_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Air Flow Meter 8. Generation: A Modular Approach for New Diesel System Challenges,2-s2.0-85098939088,10.1007/978-3-319-00476-1_34
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Intellectual Capital: The World’s Fastest Growing Asset Class,2-s2.0-85039713226,10.1007/978-3-319-00281-1_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Multi-Modal Cooperative Intelligent Transport Systems to Improve Safety,2-s2.0-85019760375,10.1007/978-3-319-00476-1_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Sex Power and the Games,2-s2.0-85146095483,
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Democratic States’ Response to Terrorism: A Comparative Reflection on the Perceived Role of the Judiciary in the Protection of Human Rights and Civil Liberties,2-s2.0-85145913596,10.1007/978-94-007-4062-4_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Why the Czech Republic Does Not (Yet) Recognize Corporate Criminal Liability: A Description of Unsuccessful Law Reforms,2-s2.0-85145899056,10.1007/978-94-007-0674-3_13
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Corporate criminal liability in Swiss law,2-s2.0-84955373568,10.1007/978-94-007-0674-3_7
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Introduction: Rethinking the Medieval Clergy and Masculinity,2-s2.0-85145393699,10.1057/9780230290464_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Mirror of the Scholarly (Masculine) Soul: Scholastics, Beguines and Gendered Spirituality in Medieval Paris",2-s2.0-85145390568,10.1057/9780230290464_11
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"Knights, Bishops and Deer Parks: Episcopal Identity, Emasculation and Clerical Space in Medieval England",2-s2.0-85145373971,10.1057/9780230290464_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,"The Common Bond of Aristocratic Masculinity: Monks, Secular Men and St. Gerald of Aurillac",2-s2.0-85145369984,10.1057/9780230290464_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Warrior Habitus: Militant Masculinity and Monasticism in the Henrician Reform Movement,2-s2.0-84859080997,10.1057/9780230290464_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Spin Glass Identities and the Nishimori Line,2-s2.0-85145413168,10.1007/978-3-7643-9891-0_4
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Fluctuations in Finite-dimensional Spin-glass Dynamics,2-s2.0-85145386584,10.1007/978-3-7643-9891-0_10
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Chaos in Mean-field Spin-glass Models,2-s2.0-85145381570,10.1007/978-3-7643-9891-0_6
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,Self-averaging Identities for Random Spin Systems,2-s2.0-84936939541,10.1007/978-3-7643-9891-0_5
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,FEM and Time Stepping Procedures in Non-Linear Dynamics of Flexible Branched Shell Structures,2-s2.0-85159438665,10.1007/978-3-540-39905-6_3
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,The Theory of Simple Elastic Shells,2-s2.0-85159433387,10.1007/978-3-540-39905-6_1
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,An Assessment of Classical and Refined Plate Theories Derived From the Principle of Virtual Displacements,2-s2.0-85159429497,10.1007/978-3-540-39905-6_17
Making data platforms smarter with MOSES,2-s2.0-85109035166,10.1016/j.future.2021.06.031,On the Effect of Transverse Core Compressibility on the Buckling of Sandwich Shells,2-s2.0-85159393841,10.1007/978-3-540-39905-6_8
Conversational OLAP,2-s2.0-85118769792,,,,
Optimizing Execution Plans in a Multistore,2-s2.0-85115134032,10.1007/978-3-030-82472-3_11,Multi-model query languages: taming the variety of big data,2-s2.0-85160752944,10.1007/s10619-023-07433-1
Optimizing Execution Plans in a Multistore,2-s2.0-85115134032,10.1007/978-3-030-82472-3_11,Cost-based Optimization of Multistore Query Plans,2-s2.0-85139405955,10.1007/s10796-022-10320-2
Optimizing Execution Plans in a Multistore,2-s2.0-85115134032,10.1007/978-3-030-82472-3_11,HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2-s2.0-85145965157,10.1016/j.future.2022.12.035
Optimizing Execution Plans in a Multistore,2-s2.0-85115134032,10.1007/978-3-030-82472-3_11,On the Optimization of Query Plans in Multistores (Discussion Paper),2-s2.0-85173485992,
Optimizing Execution Plans in a Multistore,2-s2.0-85115134032,10.1007/978-3-030-82472-3_11,Towards Human-centric AutoML via Logic and Argumentation,2-s2.0-85130740902,
Conversational OLAP in action,2-s2.0-85113716450,10.5441/002/edbt.2021.74,Conversational OLAP,2-s2.0-85118769792,
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,10.1016/j.is.2024.102496
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Personalization of OLAP queries for hierarchical visualization under constraints,2-s2.0-85197395708,10.1007/s13278-024-01279-w
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Explaining cube measures through Intentional Analytics,2-s2.0-85180538265,10.1016/j.is.2023.102338
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Comparison Queries Generation Using Mathematical Programming for Exploratory Data Analysis,2-s2.0-85205958673,10.1109/TKDE.2024.3474828
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,"Data Science Tasks Implemented with Scripts versus GUI-Based Workflows: The Good, the Bad, and the Ugly",2-s2.0-85197356386,10.1109/ICDEW61823.2024.00040
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Suggesting Assess Queries for Interactive Analysis of Multidimensional Data,2-s2.0-85129353199,10.1109/TKDE.2022.3171516
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Describing and Assessing Cubes Through Intentional Analytics,2-s2.0-85165002810,10.48786/edbt.2023.69
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,A Personalized Multidimensional Navigation in a Limited Visualization Context,2-s2.0-85181113042,10.1109/CW58918.2023.00018
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Personalized OLAP queries under Hierarchical Visualization Constraint,2-s2.0-85179558569,10.1109/INISTA59065.2023.10310545
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Using Regression to Explain Cube Measures,2-s2.0-85173478290,
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,The Whys and Wherefores of Cubes,2-s2.0-85153334849,
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Enhancing Cubes with Models to Describe Multidimensional Data,2-s2.0-85107683405,10.1007/s10796-021-10147-3
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Insight-Based Vocalization of OLAP Sessions,2-s2.0-85137993971,10.1007/978-3-031-15740-0_15
Assess queries for interactive analysis of data cubes,2-s2.0-85113712544,10.5441/002/edbt.2021.12,Describing Multidimensional Data Through Highlights (Discussion Paper),2-s2.0-85137469232,
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,An auto-tuning process-based 3D model to forecast irrigation demand in kiwifruit,2-s2.0-85212101165,10.1016/j.ecoinf.2024.102947
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,"Exploring the Economic Implications of IoT Adoption in Agriculture: A Cost-Benefit Study in Jazan, Saudi Arabia",2-s2.0-85216526341,10.17582/journal.sja/2025/41.1.51.65
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,AI-Based Precision Farming for Sustainable Agriculture in Bangladesh,2-s2.0-85207838396,10.1007/978-981-97-3937-0_39
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Smart Agriculture: A Comprehensive Overview,2-s2.0-85206808233,10.1007/s42979-024-03319-w
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Laser Weeding Technology in Cropping Systems: A Comprehensive Review,2-s2.0-85207332117,10.3390/agronomy14102253
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,THE IMPORTANCE OF ECO-INNOVATIVE WEED CONTROL USING LASER TECHNOLOGY IN CREATING SUSTAINABLE AGRICULTURE IN THE EUROPEAN UNION. SOCIO-ECONOMIC PERSPECTIVE,2-s2.0-85194170579,10.34659/eis.2024.88.1.741
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Colossal Trajectory Mining: A unifying approach to mine behavioral mobility patterns,2-s2.0-85174707802,10.1016/j.eswa.2023.122055
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Situation and challenges of digital isolation in rural Spanish areas,2-s2.0-85214579586,10.7201/EARN.2024.02.04
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Experimental Evaluation of End-to-End Security Protocols for the Internet of Everything,2-s2.0-85213817493,10.1109/RTSI61910.2024.10761793
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,A Systematic Examination of Adaptive Protocols in Hybrid 5G and LoRaWAN IoT Environments,2-s2.0-85210878090,10.23919/FRUCT64283.2024.10749890
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,A Comprehensive Analysis of 5G Dynamic Spectrum Sharing for IoT Environments,2-s2.0-85210850175,10.23919/FRUCT64283.2024.10749927
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Implications and Transformative Potential of 5G-Enabled M2M Communication for the IoT Landscape,2-s2.0-85210809624,10.23919/FRUCT64283.2024.10749853
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Colossal Trajectory Mining Semantic Co-movement Pattern Mining,2-s2.0-85202010909,
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Artificial Intelligence and Internet of Things in Smart Farming,2-s2.0-85196602385,10.1201/9781003400103
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Fabrication and investigation of agricultural monitoring system with IoT & AI,2-s2.0-85176146606,10.1007/s42452-023-05526-1
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Machine Learning-Based Classification of Mango Pulp Weevil Activity Utilizing an Acoustic Sensor,2-s2.0-85178165882,10.3390/mi14111979
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,LambdAgrIoT: a new architecture for agricultural autonomous robots’ scheduling: from design to experiments,2-s2.0-85140242438,10.1007/s10586-022-03592-5
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Evaluation of Different Methods and Models for Grass Cereals’ Production Estimation: Case Study in Wheat,2-s2.0-85163947335,10.3390/agronomy13061500
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Smart farming using cloud-based Iot data analytics,2-s2.0-85160202478,10.1016/j.measen.2023.100806
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,"Design and Implementation of a Framework for Smart Home Automation Based on Cellular IoT, MQTT, and Serverless Functions",2-s2.0-85159183627,10.3390/s23094459
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Sustainable energy storage devices and device design for sensors and actuators applications,2-s2.0-85175480437,10.1002/9781119817741.ch10
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,A Comprehensive Study on Smart Agriculture Applications in India,2-s2.0-85150639675,10.1007/s11277-023-10234-5
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,A Scalable Device for Undisturbed Measurement of Water and CO<inf>2</inf> Fluxes through Natural Surfaces,2-s2.0-85149895087,10.3390/s23052647
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Essentials of internet of things in smart agriculture: Design principles and architectures for its application in various domains and use cases,2-s2.0-85151850523,10.4018/978-1-6684-6821-0.ch011
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Smart Agriculture: A Comprehensive and Analytical Survey,2-s2.0-85187253235,10.1109/IC3I59117.2023.10397737
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Multivariate Time Series Forecasting to Forecast Weight Dynamics,2-s2.0-85186763083,10.1109/ICACIC59454.2023.10434951
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Internet of Things (IoT) in Soil Management for Achieving Smart Agriculture,2-s2.0-85181548023,10.1002/9781119911999.ch20
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Recent advancements of Internet of Things in Precision Agriculture: A Review,2-s2.0-85164560145,10.1109/ICDT57929.2023.10150981
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,An IoT-enabled energy-efficient approach for the detection of leaf curl disease in tomato crops,2-s2.0-85138137895,10.1007/s11276-022-03071-0
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Is the Rural Population Caught in the Whirlwind of the Digital Divide?,2-s2.0-85144727610,10.3390/agriculture12121976
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,A Smart and Mechanized Agricultural Application: From Cultivation to Harvest,2-s2.0-85132567954,10.3390/app12126021
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Multi-sensor profiling for precision soil-moisture monitoring,2-s2.0-85129541562,10.1016/j.compag.2022.106924
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Laser Weeding With Small Autonomous Vehicles: Friends or Foes?,2-s2.0-85127263541,10.3389/fagro.2022.841086
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Analysis of the Chlorophyll and Carotenoids Content in Brassica Chinensis Plants Using IoT-Based Sprinkle Irrigation,2-s2.0-85134762829,10.12911/22998993/150683
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,AgroInfo DSF: A Smart Decision Support Framework for Precision Agriculture and Farming,2-s2.0-85134605028,10.1007/978-3-031-10388-9_7
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,"Machine Learning in Precision Agriculture: A Survey on Trends, Applications and Evaluations over Two Decades",2-s2.0-85134207203,10.1109/ACCESS.2022.3188649
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,IoT in Farm Productivity Enhancement,2-s2.0-85130172241,10.1109/DASA54658.2022.9765273
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Prediction of pest insect appearance using sensors and machine learning,2-s2.0-85110132246,10.3390/s21144846
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,Augmented intelligent distributed sensing system model for precision agriculture,2-s2.0-85107774063,10.1109/ConfTELE50222.2021.9435498
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,A path model of the intention to adopt variable rate irrigation in Northeast Italy,2-s2.0-85100936750,10.3390/su13041879
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,On Designing and Implementing Agro-ecology IoT Applications: Issues from Applied Research Projects,2-s2.0-85123005832,10.1109/EDOCW52865.2021.00050
Crop Management with the IoT: An Interdisciplinary Survey,2-s2.0-85100942957,10.3390/agronomy11010181,AgriFusion: An Architecture for IoT and Emerging Technologies Based on a Precision Agriculture Survey,2-s2.0-85116901267,10.1109/ACCESS.2021.3116814
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,10.1016/j.jisa.2020.102634,Trajectory privacy protection method with smart contract-based query exchange in the Social Internet of Vehicles,2-s2.0-85190066347,10.1016/j.comcom.2024.04.014
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,10.1016/j.jisa.2020.102634,Colossal Trajectory Mining: A unifying approach to mine behavioral mobility patterns,2-s2.0-85174707802,10.1016/j.eswa.2023.122055
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,10.1016/j.jisa.2020.102634,Colossal Trajectory Mining Semantic Co-movement Pattern Mining,2-s2.0-85202010909,
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,10.1016/j.jisa.2020.102634,A Survey and Experimental Study on Privacy-Preserving Trajectory Data Publishing,2-s2.0-85132525373,10.1109/TKDE.2022.3174204
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,10.1016/j.jisa.2020.102634,Associated Information and Communication Technologies Challenges of Smart City Development,2-s2.0-85143791703,10.3390/su142316240
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,10.1016/j.jisa.2020.102634,Toward Privacy Preservation Using Clustering Based Anonymization: Recent Advances and Future Research Outlook,2-s2.0-85130492882,10.1109/ACCESS.2022.3175219
DART: De-Anonymization of personal gazetteers through social trajectories,2-s2.0-85093926143,10.1016/j.jisa.2020.102634,A Privacy-Aware Zero Interaction Smart Mobility System,2-s2.0-85123721902,10.1109/ACCESS.2022.3146340
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,VOOL: A modular insight-based framework for vocalizing OLAP sessions,2-s2.0-85211035819,10.1016/j.is.2024.102496
A-BI<sup>+</sup>: A framework for Augmented Business Intelligence,2-s2.0-85082441558,10.1016/j.is.2020.101520,"Immersive Analytics: The Influence of Flow, Sense of Agency, and Presence on Performance and Satisfaction",2-s2.0-85196420869,10.1145/3661144
